微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwEnddirB,龙头新闻,龙头新闻:#关注新冠肺炎# 【哈胸科医院两名新冠肺炎患者出院】2月29日晚，哈尔滨市胸科医院收治的2名新冠肺炎确诊患者，经过医护人员的积极诊治，患者临床症状消失，肺CT复查明显好转，检测体温正常三天以上，两次核酸检测阴性，经过省市新冠肺炎专家组会诊，达到治愈出院标准。于3月1日进入为期14天的隔离医学观察阶段。链接: http://t.cn/A67J4wRH 原图 ,无,无,2020-03-01 23:56,iPhone客户端,0,0,0
IwEnc3LU8,用户5589623748,用户5589623748:2020年2月29日7时至3月1日7时内蒙古自治区新冠肺炎疫情情况 http://t.cn/A67M13XU  原图 ,无,无,2020-03-01 23:56,学习强国客户端,0,0,0
IwEnbq3E8,每日经济新闻,每日经济新闻:【#首例新冠肺炎尸检报告发布#：气道大量黏稠分泌物 主要引起远端肺泡损伤】主持首例新冠肺炎逝者遗体解剖的刘良教授称：新冠肺炎的病变与SARS有类似之处，也有自己的特点。从目前的病理结果来看，一些死者的肺部切面上，能看到有黏液性的分泌物，他认为这是临床治疗需要警惕的地方。http://t.cn/A67JYRX4 @究竟视频 ,无,无,2020-03-01 23:56,微博 weibo.com,170,79,28
IwEnbbmrq,2020大变局,2020大变局:很可能在美国、日本类似的国家强力主导下，最终这次新冠肺炎疫情会被故意淡化为普通流感疫情，这样一来就减少了恐慌，同时也维护了资本家的利益，而不用牺牲经济来进行大规模的隔离和管制。美国现在的流感病毒在肆虐，接下来新冠病毒也可能会肆虐，在这种情况下，中国会不会限制美国人进入中国，或者限制去过美国的外国人进入中国，再派飞机去美国接回国人？正如美国之前对我们落井下石一样。 ,无,无,2020-03-01 23:56,全屏双摄 OPPO A5,5,0,3
IwEnazFjd,摸仙女娃丫,摸仙女娃丫:#袁隆平为抗击新冠肺炎疫情捐款10万元##钟南山给广东驰援湖北医务人员打气# 这是一个在网络上发表言论要负责的时代 这到底是怎样的一个世道？三观颠覆！  ,无,无,2020-03-01 23:56,OPPO智能手机,0,0,0
IwEn9ERIS,jinjin201507,"jinjin201507:74岁的李婆婆是湖北孝感大悟县人，被确诊为新冠肺炎重症患者，病床上的李婆婆对着医生说的一番话，让很多人感动不已。她说：""把那些好药留给年轻人，这些医生都辛苦，都为我这个老婆婆吃了苦，我呢，不值得，年纪大了，把那些好药，留给年轻人""。庆幸的是李婆婆经过治疗，现在病情已经稳定。老人的话让人听了，鼻子酸酸得，但心里暖暖得。老婆婆的话，就像祖母对自己孙儿说的话一样，不管有什么，总是把好的先留给孩子们!可是，生命面前，没有什么不值得，年纪大了也一样值得，一定要健康健健康康的！ http://t.cn/RxmEOlH 显示地图 原图 ",无,http://t.cn/RxmEOlH,2020-03-01 23:56,小米6X 拍人更美,0,0,0
IwEn97Zbl,用户7374944608,用户7374944608:#英国新增12名新冠肺炎感染者#  ,无,无,2020-03-01 23:56,iPhone客户端,0,0,0
IwEn93URa,长春共青团,长春共青团:#防控疫情 我们同行# 【张文宏18分钟公开课，讲述人类如何抵抗传染病入侵】天花、鼠疫、SARS、H7N9、H1N1、流感……这些传染病，都改变了人类的历史进程。如何认识病毒、预防感染、防范健康风险？新型冠状病毒感染肺炎上海医疗救治专家组组长张文宏的一节18分钟公开课，告诉你答案。#英国新增12名新冠肺炎感染者##长春团团在行动# http://t.cn/A6P0mYTL ,无,无,2020-03-01 23:56,iPhone客户端,3,5,0
IwEn8ayOf,知河北,知河北:【#泰国报告首例新冠肺炎死亡病例# 生前曾患登革热】泰国卫生部疾病控制司司长在新闻发布会上表示：2月29日泰国出现首例感染新冠病毒肺炎死亡病例，该病亡患者为男性，35岁，生前是一名售货员，这也是泰国境内出现首例死亡病例，生前还曾感染了登革热。泰国疾控司顾问称2月16日后该男子核酸检测已转阴，但感染对其身体已造成损害，最终死于多器官衰竭。 http://t.cn/A67iEUV7 ,无,无,2020-03-01 23:56,HUAWEI Mate 20 Pro,1,0,0
IwEn5dNbW,低配草履虫,低配草履虫:我在看：【全球除中国外已现7600余例新冠肺炎病例】#跟新浪看热点#  全球除中国外已现7600余例新冠肺炎病例  ,无,无,2020-03-01 23:56,新浪新闻客户端,0,0,0
IwEn4nleP,孤独症症候群,孤独症症候群:新冠肺炎康复者捐献血浆倡议书#360浏览器#新冠肺炎康复者捐献血浆倡议书  原图 ,无,无,2020-03-01 23:56,360安全浏览器手机版,0,0,0
IwEn4m4yT,硕果果55519,硕果果55519:关于新冠肺炎康复者捐献恢复期血浆的倡议书 http://t.cn/A67JWYEe  原图 ,无,无,2020-03-01 23:56,学习强国客户端,0,0,0
IwEn3v000,龙头新闻,龙头新闻:#关注新冠肺炎# 【点赞！又有两名新冠肺炎康复者成功捐献400毫升恢复期血浆】3月1日，在哈尔滨市血液中心设置在道外区客运站广场爱心献血屋内，两名新冠肺炎康复者成功捐献恢复期血浆400毫升，为更多的新冠肺炎危重患者燃起生命的希望。上午9时，哈尔滨市第三批首位新冠肺炎康复者准时来到献血屋，经过填写捐献表格、身体体检、血样采集等流程，最终两位新冠肺炎康复者符合标准，捐献了400毫升血浆。据悉，此次已是哈尔滨市第三批新冠肺炎康复者捐献康复期血浆，此前共有4名康复者成功捐献1600毫升恢复期血浆。新冠肺炎康复者恢复期血浆治疗是利用康复者血浆中一定滴度的病毒特异性抗体，来降低患者体内病毒含量，从而达到治疗预期，是对重症、危重症非常有效的手段。链接: http://t.cn/A67J4QFI [组图共3张] 原图 ,无,无,2020-03-01 23:56,iPhone客户端,2,0,0
IwEn1FfTr,粗心大意的司机,粗心大意的司机:#明月mu3061# 【#新加坡抗体测试可识别已康复患者# 全球首次成功追踪新冠肺炎病例感染源头】2月27日，《科学》杂志称，新加坡通过实验性抗体测试，成功追踪新冠肺炎病例感染源头。系抗体测试全球首次被应用于感染源头追踪。该测试可确认某人是否感染新冠病毒，即使患者免疫系统已将新冠病毒清除。#聚焦新冠肺炎疫情# ...展开全文c ,无,无,2020-03-01 23:56,微博 weibo.com,0,0,0
IwEn0ft4R,lstncu,lstncu:春节前因想借《局外人》，意外借到了和《鼠疫》的合集，看完这部不禁联想起这次新冠肺炎的疫情，虽然隔着不同时代，不同国度，甚至是现实和小说，但“封城”这个举动对居民的影响我想应该是一致的，现在也仍然有着无数像里厄大夫和塔鲁的人在同病情抗争，希望现实也能像小说那样疫情意外就结束了，期待它早日到来～ 原图 ,无,无,2020-03-01 23:56,荣耀20,0,0,0
IwEmZ4nQp,浮梁发布,浮梁发布:#抗击疫情江西在行动##联防联控江西在行动# 【点赞江西“侦察兵”！援随医疗队抽丝剥茧查病毒】流行病学调查是整个战“疫”链条中最重要的环节之一，流调人员被称为病毒的“侦察兵”。在我省援随医疗队中，有9名“流调”人员，他们需要从新冠肺炎确诊或疑似病例、密切接触者凌乱多变的生活轨迹中抽丝剥茧，通过摸查找出传染源，切断传染链，为打赢疫情防控阻击战奠定坚实基础。http://t.cn/A67i2jE9  （江西日报记者郑荣林）  http://t.cn/A67iLoKz ,无,无,2020-03-01 23:56,iPhone客户端,2,2,2
IwEmXeERs,澳門城市快報史丹利,澳門城市快報史丹利:【兩岸】訛稱抗病毒藥量產　博瑞醫藥被上交所監管關注新冠肺炎疫情嚴重，博瑞生物醫藥（蘇州）股份有限公司（下稱博瑞醫藥）早前宣稱抗病毒藥瑞德西韋可量產，隨後被發現其為不實訊息。上海證券交易所3月1日決定，對博瑞醫藥監管關注；同時對該公司時任董事會秘書王征野通報批評。上交所查明，博瑞醫藥於2月12日發表文章中披露，指公司正量產瑞德西韋。但其後發現，文中的「批量生產」實際為藥品研發中小試、中試等批次的試驗性生產，而該公司不具備進行藥物商業化批量生產的應有資質。上交所認為，博瑞醫藥披露的消息不清晰、不准確，未能明確區分相關藥品試驗性生產與商業化生產，有違相關條例，故令科創板公司監管部對其予以監管關注；同時促請涉事公司相關管理層，規範公司運作，保證公司真實、準確、完整、及時、公平地披露重大訊息。 ,无,无,2020-03-01 23:56,微博 weibo.com,0,1,0
IwEmW4EFu,聚焦湖湘,聚焦湖湘:【#伊朗华人谈当地疫情#：伊朗人不太重视 华人自发建群分享防治经验】截至2月29日，伊朗新冠肺炎病例累计确诊593例、死亡43例。在德黑兰的华人印先生介绍，伊朗商场空了些、街上人少了些、卫生工作做得更好了些。库姆是伊朗疫情最严重的地区之一，印先生的朋友每周都要去库姆，但他朋友并不害怕，回来后会去健身房。#聚焦新冠肺炎疫情# @世面 http://t.cn/A67JNvG5 ,无,无,2020-03-01 23:56,iPhone 6s,7,0,1
IwEmUCvpA,减肥不可懈怠,减肥不可懈怠:【呼吸道传染病怎么预防？11句口诀划重点】流感、SARS、新冠肺炎……这些呼吸道疾病到底该如何预防？中国健康教育中心推出呼吸道传染病预防口诀，从防护到消毒，从宅家到出门，11句朗朗上口的口诀，说清预防新冠肺炎的要点。  生命时报的微博视频  ,无,无,2020-03-01 23:56,Android,0,0,0
IwEmUzz0r,孤独症症候群,孤独症症候群:新冠肺炎流行期间公共交通工具卫生防护指南#360浏览器#新冠肺炎流行期间公共交通工具卫生防护指南  原图 ,无,无,2020-03-01 23:56,360安全浏览器手机版,0,0,0
IwEmU0dI2,远方的风景1626,远方的风景1626:2020.03.01    阴你好，三月！问候三月是太想拥抱久违的春天。接连的确诊新冠肺炎净增加，进一步说明一个多月的艰苦抗疫积极向好。但随处可见的“零增加不等于零风险”的警示又时刻提醒人们不能对抗疫掉以轻心。有朋友友情提示，什么时候全国两会召开了，小学幼儿园全部开学了，疫情差不多就过去了，仔细一想，嗯，还真有点道理。所以，三月，不管心存多美好的期盼，还是再忍忍，还是坚持防控主题生活吧。 ,无,无,2020-03-01 23:56,HUAWEI P20,3,0,0
IwEmShrID,三农问题学者刘建峰,三农问题学者刘建峰:新冠肺炎疫情防控中的甘肃省庆阳市西峰区  [组图共9张] 原图 ,无,无,2020-03-01 23:56,HUAWEI nova 3,2,0,0
IwEmSdtg8,记者长安,记者长安:【致哀！河南#36岁医生抗疫时心脏骤停去世#，医院：连续工作了39天[蠟燭]】2月28日凌晨4时许，河南宝丰县中医院新冠肺炎医疗救治专家组副组长袁洋洋突发心脏骤停，经抢救无效去世，年仅36岁。医院工作人员表示，袁洋洋此前已连续工作39天，家中还有2个年幼的孩子，目前相关事宜正在处理中。#河南36岁医生抗疫时心脏骤停去世# http://t.cn/A67JcRXn ,无,无,2020-03-01 23:56,HUAWEI nova 2s,1,0,0
IwEmREFmo,广东热门搜罗,广东热门搜罗:【#深圳新增由英国途经香港输入病例#】3月1日凌晨，深圳市卫生健康委报告1例境外输入新冠肺炎确诊病例。相关情况如下：患者，男，35岁，在英国布里斯托工作。2月27日乘坐CX250航班，由伦敦飞往香港。2月28日13:27抵达香港机场，15:30在香港机场海天码头乘坐渡轮（船次3A109）到蛇口码头，16:32在码头入境时，显示该患者体温正常，16:45从蛇口码头乘出租车回福田区家中。患者全程佩戴口罩。#深圳爆料##深圳[地点]# 原图 ,无,无,2020-03-01 23:56,无,231,101,1
IwEmQuG4s,方鑫哥,方鑫哥:全世界都在关注新冠肺炎的时候，一个关乎全球75亿人的消息，迅速淹没在信息流中。很少有人意识到，另一场灾难，正在酝酿之中。2月9日，巴西科学家在南极北端西摩岛测得20.75℃的气温。一位科学家惊恐地说，“我从未见过这样的情况。”是啊，谁都没见过。这是1880年有气象记录以来，南极气温首次突破20℃。中国极地科考船“雪龙号”水手长潘礼锋也直言，“今年南极的温度，确实有些异常。”在我们过去的认知当中，南... http://t.cn/A67i1DJp 原图 ,无,无,2020-03-01 23:56,三星Note10＋ 5G,0,0,0
IwEmPBgPO,用户6599926227,用户6599926227:『涉嫌非法行医 自称给陈副厅长治愈新冠肺炎的李医生被查』涉嫌非法行医 自称给陈副厅长治愈新冠肺炎的李医生被查  ,无,无,2020-03-01 23:56,HUAWEI Mate 10 Pro,0,0,0
IwEmOp4T5,介事天津,介事天津:【#京津冀三地健康码将互通互认# 】3月1日，北京市新冠肺炎疫情防控工作新闻发布会召开。会上，北京市经济和信息化局副局长潘锋表示，北京将加强与天津、河北的联动，积极推动防疫相关数据的共享，保障北京“健康宝”与天津、河北地区相关服务的互通互认，为三地联防联控提供技术支撑。未来，三地的“健康码”将互通互认。北京将积极推动三地数据的融合。（北京青年报） 原图 ,无,无,2020-03-01 23:55,iPhone 7 Plus,0,0,0
IwEmO6lmn,大秦会,大秦会:分享网易新闻《英媒：新冠肺炎传染性最强可达SARS的1000倍》英媒：新冠肺炎传染性最强可达SARS的1000倍 来自@网易新闻客户端 #网易新闻#  ,无,无,2020-03-01 23:55,网易新闻客户端,0,0,0
IwEmNwODN,Cheng戳戳,Cheng戳戳:关于新冠肺炎的最新判断，一图读懂 http://t.cn/A67i1qmb  ,无,无,2020-03-01 23:55,科普中国,0,0,0
IwEmNf5o0,长沙微事,长沙微事:#长沙身边事# 【长沙市新冠病毒核酸检测定点医疗机构名单公布】#湖南防控新型肺炎# 根据新形势下全省新冠肺炎疫情防控工作部署，为保障企业和相关单位复工复产，加强排查力度，长沙市已明确了20家医疗机构和第三方检测机构开展核酸检测，主要针对4类人群：一是现在与确诊病例、疑似病例和无症状感染者密切接触、尚在医学观察期间的人员；二是在各级政府公布的定点场所集中进行医学观察的疫源地人员；三是各级各类经开区、高新区等产业园区，以及园区外其他大型企业认为复工前需要检测的人员；四是其他有检测需求的企事业单位员工和社会公众。针对复工复产核酸检测需求，现将长沙市可开展核酸检测的定点医院和第三方检测机构公布如下：长沙市新冠病毒核酸检测定点医院：中南大学湘雅医院、中南大学湘雅二医院、中南大学湘雅三医院、湖南省人民医院、湖南省妇幼保健院、湖南省脑科医院、湖南中医药大学第一附属医院、湖南中医药大学第二附属医院、长沙市第一医院、长沙市中心医院。 原图 ,无,无,2020-03-01 23:55,长沙微事的Android,3,2,0
